"sex";"edadgr";"tumor";"casos";"pob";"ano";"numtum";"planlb"
6;11;162;75;1104881;88;13;"PULMON           "
6;12;162;86;1154475;88;13;"PULMON           "
6;13;162;119;1063279;88;13;"PULMON           "
6;14;162;163;910205;88;13;"PULMON           "
6;15;162;194;745684;88;13;"PULMON           "
6;16;162;211;620977;88;13;"PULMON           "
6;17;162;154;410797;88;13;"PULMON           "
6;18;162;121;271648;88;13;"PULMON           "
6;1;162;0;1035970;89;13;"PULMON           "
6;2;162;0;1284928;89;13;"PULMON           "
6;3;162;0;1568186;89;13;"PULMON           "
6;4;162;1;1612388;89;13;"PULMON           "
6;5;162;1;1585967;89;13;"PULMON           "
6;6;162;6;1508600;89;13;"PULMON           "
6;7;162;9;1366696;89;13;"PULMON           "
6;8;162;14;1233380;89;13;"PULMON           "
6;9;162;23;1199202;89;13;"PULMON           "
6;10;162;45;1045170;89;13;"PULMON           "
6;11;162;66;1067474;89;13;"PULMON           "
6;12;162;96;1158822;89;13;"PULMON           "
6;13;162;129;1077305;89;13;"PULMON           "
6;14;162;160;941674;89;13;"PULMON           "
6;15;162;172;753475;89;13;"PULMON           "
6;16;162;217;629643;89;13;"PULMON           "
6;17;162;181;423471;89;13;"PULMON           "
6;18;162;139;288102;89;13;"PULMON           "
6;1;162;0;1000448;90;13;"PULMON           "
6;2;162;0;1228175;90;13;"PULMON           "
6;3;162;0;1529481;90;13;"PULMON           "
6;4;162;2;1620956;90;13;"PULMON           "
6;5;162;1;1587826;90;13;"PULMON           "
6;6;162;3;1524682;90;13;"PULMON           "
6;7;162;14;1399175;90;13;"PULMON           "
6;8;162;26;1246471;90;13;"PULMON           "
6;9;162;33;1210013;90;13;"PULMON           "
6;10;162;37;1081582;90;13;"PULMON           "
6;11;162;43;1026932;90;13;"PULMON           "
6;12;162;94;1157493;90;13;"PULMON           "
6;13;162;129;1091339;90;13;"PULMON           "
6;14;162;182;969233;90;13;"PULMON           "
6;15;162;176;768453;90;13;"PULMON           "
6;16;162;233;635885;90;13;"PULMON           "
6;17;162;192;436192;90;13;"PULMON           "
6;18;162;154;305243;90;13;"PULMON           "
6;1;162;0;975732;91;13;"PULMON           "
6;2;162;0;1174211;91;13;"PULMON           "
6;3;162;0;1480288;91;13;"PULMON           "
6;4;162;0;1624497;91;13;"PULMON           "
6;5;162;1;1590808;91;13;"PULMON           "
6;6;162;1;1544267;91;13;"PULMON           "
6;7;162;14;1430527;91;13;"PULMON           "
6;8;162;31;1267557;91;13;"PULMON           "
6;9;162;40;1216109;91;13;"PULMON           "
6;10;162;42;1121146;91;13;"PULMON           "
6;11;162;65;1000400;91;13;"PULMON           "
6;12;162;86;1144775;91;13;"PULMON           "
6;13;162;162;1106162;91;13;"PULMON           "
6;14;162;162;990959;91;13;"PULMON           "
6;15;162;225;790017;91;13;"PULMON           "
6;16;162;201;640585;91;13;"PULMON           "
6;17;162;219;449814;91;13;"PULMON           "
6;18;162;154;321208;91;13;"PULMON           "
6;1;162;1;964350;92;13;"PULMON           "
6;2;162;0;1124415;92;13;"PULMON           "
6;3;162;0;1423692;92;13;"PULMON           "
6;4;162;2;1619830;92;13;"PULMON           "
6;5;162;1;1596531;92;13;"PULMON           "
6;6;162;1;1563432;92;13;"PULMON           "
6;7;162;14;1461741;92;13;"PULMON           "
6;8;162;23;1298919;92;13;"PULMON           "
6;9;162;31;1219077;92;13;"PULMON           "
6;10;162;52;1153680;92;13;"PULMON           "
6;11;162;53;999524;92;13;"PULMON           "
6;12;162;89;1119099;92;13;"PULMON           "
6;13;162;152;1119315;92;13;"PULMON           "
6;14;162;182;1008061;92;13;"PULMON           "
6;15;162;215;817466;92;13;"PULMON           "
6;16;162;244;644402;92;13;"PULMON           "
6;17;162;165;463806;92;13;"PULMON           "
6;18;162;170;336494;92;13;"PULMON           "
6;1;162;0;956101;93;13;"PULMON           "
6;2;162;0;1079842;93;13;"PULMON           "
6;3;162;0;1364285;93;13;"PULMON           "
6;4;162;0;1605363;93;13;"PULMON           "
6;5;162;0;1603961;93;13;"PULMON           "
6;6;162;1;1577044;93;13;"PULMON           "
6;7;162;13;1489460;93;13;"PULMON           "
6;8;162;18;1336062;93;13;"PULMON           "
6;9;162;34;1225196;93;13;"PULMON           "
6;10;162;46;1178122;93;13;"PULMON           "
6;11;162;72;1013755;93;13;"PULMON           "
6;12;162;96;1087961;93;13;"PULMON           "
6;13;162;142;1128590;93;13;"PULMON           "
6;14;162;198;1023052;93;13;"PULMON           "
6;15;162;188;848055;93;13;"PULMON           "
6;16;162;226;649497;93;13;"PULMON           "
6;17;162;223;476511;93;13;"PULMON           "
6;18;162;194;353070;93;13;"PULMON           "
6;1;162;0;943959;94;13;"PULMON           "
6;2;162;0;1042942;94;13;"PULMON           "
6;3;162;0;1304716;94;13;"PULMON           "
6;4;162;0;1579137;94;13;"PULMON           "
6;5;162;2;1612225;94;13;"PULMON           "
6;6;162;1;1586463;94;13;"PULMON           "
6;7;162;18;1514006;94;13;"PULMON           "
6;8;162;19;1375211;94;13;"PULMON           "
6;9;162;41;1237464;94;13;"PULMON           "
6;10;162;69;1196932;94;13;"PULMON           "
6;11;162;46;1038118;94;13;"PULMON           "
6;12;162;114;1052800;94;13;"PULMON           "
6;13;162;154;1134798;94;13;"PULMON           "
6;14;162;201;1037144;94;13;"PULMON           "
6;15;162;228;877717;94;13;"PULMON           "
6;16;162;218;658860;94;13;"PULMON           "
6;17;162;199;487117;94;13;"PULMON           "
6;18;162;183;370543;94;13;"PULMON           "
6;1;162;0;927874;95;13;"PULMON           "
6;2;162;0;1014703;95;13;"PULMON           "
6;3;162;0;1246625;95;13;"PULMON           "
6;4;162;1;1542154;95;13;"PULMON           "
6;5;162;0;1619575;95;13;"PULMON           "
6;6;162;3;1591412;95;13;"PULMON           "
6;7;162;12;1538027;95;13;"PULMON           "
6;8;162;39;1413166;95;13;"PULMON           "
6;9;162;52;1253949;95;13;"PULMON           "
6;10;162;55;1210275;95;13;"PULMON           "
6;11;162;74;1076249;95;13;"PULMON           "
6;12;162;83;1014613;95;13;"PULMON           "
6;13;162;151;1135657;95;13;"PULMON           "
6;14;162;202;1051921;95;13;"PULMON           "
6;15;162;247;903619;95;13;"PULMON           "
6;16;162;241;674113;95;13;"PULMON           "
6;17;162;213;495363;95;13;"PULMON           "
6;18;162;200;388855;95;13;"PULMON           "
6;1;162;0;911968;96;13;"PULMON           "
6;2;162;0;994148;96;13;"PULMON           "
6;3;162;0;1192024;96;13;"PULMON           "
6;4;162;2;1495624;96;13;"PULMON           "
6;5;162;2;1624195;96;13;"PULMON           "
6;6;162;4;1594393;96;13;"PULMON           "
6;7;162;15;1561500;96;13;"PULMON           "
6;8;162;29;1448200;96;13;"PULMON           "
6;9;162;63;1277497;96;13;"PULMON           "
6;10;162;52;1218406;96;13;"PULMON           "
6;11;162;73;1116991;96;13;"PULMON           "
6;12;162;89;989781;96;13;"PULMON           "
6;13;162;159;1124800;96;13;"PULMON           "
6;14;162;191;1068123;96;13;"PULMON           "
6;15;162;233;925186;96;13;"PULMON           "
6;16;162;241;695034;96;13;"PULMON           "
6;17;162;212;501698;96;13;"PULMON           "
6;18;162;203;406709;96;13;"PULMON           "
6;1;162;0;899137;97;13;"PULMON           "
6;2;162;0;979710;97;13;"PULMON           "
6;3;162;0;1143239;97;13;"PULMON           "
6;4;162;0;1441745;97;13;"PULMON           "
6;5;162;0;1623391;97;13;"PULMON           "
6;6;162;2;1599483;97;13;"PULMON           "
6;7;162;13;1580205;97;13;"PULMON           "
6;8;162;35;1480723;97;13;"PULMON           "
6;9;162;62;1310445;97;13;"PULMON           "
6;10;162;74;1222700;97;13;"PULMON           "
6;11;162;89;1150327;97;13;"PULMON           "
6;12;162;98;990411;97;13;"PULMON           "
6;13;162;159;1100525;97;13;"PULMON           "
6;14;162;211;1083138;97;13;"PULMON           "
6;15;162;241;943674;97;13;"PULMON           "
6;16;162;258;721308;97;13;"PULMON           "
6;17;162;223;506520;97;13;"PULMON           "
6;18;162;209;424593;97;13;"PULMON           "
6;1;162;0;890253;98;13;"PULMON           "
6;2;162;0;967900;98;13;"PULMON           "
6;3;162;0;1101757;98;13;"PULMON           "
6;4;162;0;1385212;98;13;"PULMON           "
6;5;162;1;1615060;98;13;"PULMON           "
6;6;162;0;1609958;98;13;"PULMON           "
6;7;162;8;1595413;98;13;"PULMON           "
6;8;162;37;1511475;98;13;"PULMON           "
6;9;162;71;1350602;98;13;"PULMON           "
6;10;162;91;1230984;98;13;"PULMON           "
6;11;162;93;1176432;98;13;"PULMON           "
6;12;162;99;1006633;98;13;"PULMON           "
6;13;162;153;1071074;98;13;"PULMON           "
6;14;162;186;1094672;98;13;"PULMON           "
6;15;162;276;960572;98;13;"PULMON           "
6;16;162;269;750508;98;13;"PULMON           "
6;17;162;255;512140;98;13;"PULMON           "
6;18;162;229;443136;98;13;"PULMON           "
6;1;162;0;890346;99;13;"PULMON           "
6;2;162;0;956029;99;13;"PULMON           "
6;3;162;0;1069422;99;13;"PULMON           "
6;4;162;1;1329175;99;13;"PULMON           "
6;5;162;0;1598718;99;13;"PULMON           "
6;6;162;3;1627137;99;13;"PULMON           "
6;7;162;15;1611053;99;13;"PULMON           "
6;8;162;28;1542538;99;13;"PULMON           "
6;9;162;74;1395217;99;13;"PULMON           "
6;10;162;84;1247161;99;13;"PULMON           "
6;11;162;109;1198366;99;13;"PULMON           "
6;12;162;98;1033626;99;13;"PULMON           "
6;13;162;159;1038836;99;13;"PULMON           "
6;14;162;212;1103561;99;13;"PULMON           "
6;15;162;275;977083;99;13;"PULMON           "
6;16;162;279;779257;99;13;"PULMON           "
6;17;162;210;521452;99;13;"PULMON           "
6;18;162;241;460854;99;13;"PULMON           "
6;1;162;0;902931;100;13;"PULMON           "
6;2;162;0;943794;100;13;"PULMON           "
6;3;162;0;1046574;100;13;"PULMON           "
6;4;162;0;1275671;100;13;"PULMON           "
6;5;162;0;1578915;100;13;"PULMON           "
6;6;162;3;1655283;100;13;"PULMON           "
6;7;162;6;1631542;100;13;"PULMON           "
6;8;162;40;1579751;100;13;"PULMON           "
6;9;162;86;1443461;100;13;"PULMON           "
6;10;162;114;1270834;100;13;"PULMON           "
6;11;162;131;1216636;100;13;"PULMON           "
6;12;162;124;1075021;100;13;"PULMON           "
6;13;162;155;1004427;100;13;"PULMON           "
6;14;162;215;1107375;100;13;"PULMON           "
6;15;162;253;994482;100;13;"PULMON           "
6;16;162;279;804880;100;13;"PULMON           "
6;17;162;223;535808;100;13;"PULMON           "
6;18;162;247;477443;100;13;"PULMON           "
6;1;162;0;926232;101;13;"PULMON           "
6;2;162;0;934728;101;13;"PULMON           "
6;3;162;0;1032449;101;13;"PULMON           "
6;4;162;0;1228152;101;13;"PULMON           "
6;5;162;2;1555159;101;13;"PULMON           "
6;6;162;7;1690255;101;13;"PULMON           "
6;7;162;13;1657005;101;13;"PULMON           "
6;8;162;44;1620894;101;13;"PULMON           "
6;9;162;79;1492572;101;13;"PULMON           "
6;10;162;112;1304290;101;13;"PULMON           "
6;11;162;141;1231289;101;13;"PULMON           "
6;12;162;155;1119817;101;13;"PULMON           "
6;13;162;147;983647;101;13;"PULMON           "
6;14;162;224;1099868;101;13;"PULMON           "
6;15;162;261;1013262;101;13;"PULMON           "
6;16;162;283;826871;101;13;"PULMON           "
6;17;162;224;554985;101;13;"PULMON           "
6;18;162;256;493192;101;13;"PULMON           "
6;1;162;0;959824;102;13;"PULMON           "
6;2;162;0;935258;102;13;"PULMON           "
6;3;162;1;1026062;102;13;"PULMON           "
6;4;162;0;1191156;102;13;"PULMON           "
6;5;162;3;1528755;102;13;"PULMON           "
6;6;162;4;1726874;102;13;"PULMON           "
6;7;162;9;1690288;102;13;"PULMON           "
6;8;162;52;1659952;102;13;"PULMON           "
6;9;162;86;1541184;102;13;"PULMON           "
6;10;162;132;1349281;102;13;"PULMON           "
6;11;162;158;1244148;102;13;"PULMON           "
6;12;162;166;1159475;102;13;"PULMON           "
6;13;162;155;989848;102;13;"PULMON           "
6;14;162;226;1080050;102;13;"PULMON           "
6;15;162;289;1031351;102;13;"PULMON           "
6;16;162;305;847461;102;13;"PULMON           "
6;17;162;247;579653;102;13;"PULMON           "
6;18;162;271;507394;102;13;"PULMON           "
6;1;162;0;999759;103;13;"PULMON           "
6;2;162;0;943822;103;13;"PULMON           "
6;3;162;0;1023345;103;13;"PULMON           "
6;4;162;0;1163318;103;13;"PULMON           "
6;5;162;1;1500082;103;13;"PULMON           "
6;6;162;2;1760268;103;13;"PULMON           "
6;7;162;10;1732309;103;13;"PULMON           "
6;8;162;38;1696015;103;13;"PULMON           "
6;9;162;98;1588239;103;13;"PULMON           "
6;10;162;177;1401943;103;13;"PULMON           "
6;11;162;161;1262295;103;13;"PULMON           "
6;12;162;167;1193769;103;13;"PULMON           "
6;13;162;161;1012908;103;13;"PULMON           "
6;14;162;243;1056026;103;13;"PULMON           "
6;15;162;303;1046401;103;13;"PULMON           "
6;16;162;299;867720;103;13;"PULMON           "
6;17;162;296;607889;103;13;"PULMON           "
6;18;162;295;522275;103;13;"PULMON           "
6;1;162;0;1037432;104;13;"PULMON           "
6;2;162;0;956164;104;13;"PULMON           "
6;3;162;0;1019189;104;13;"PULMON           "
6;4;162;0;1140663;104;13;"PULMON           "
6;5;162;0;1465320;104;13;"PULMON           "
6;6;162;3;1781430;104;13;"PULMON           "
6;7;162;9;1777266;104;13;"PULMON           "
6;8;162;42;1729348;104;13;"PULMON           "
6;9;162;117;1632005;104;13;"PULMON           "
6;10;162;187;1457066;104;13;"PULMON           "
6;11;162;188;1287278;104;13;"PULMON           "
6;12;162;220;1223472;104;13;"PULMON           "
6;13;162;212;1045832;104;13;"PULMON           "
6;14;162;224;1029260;104;13;"PULMON           "
6;15;162;307;1058215;104;13;"PULMON           "
6;16;162;334;887246;104;13;"PULMON           "
6;17;162;298;635903;104;13;"PULMON           "
6;18;162;290;540992;104;13;"PULMON           "
6;1;162;0;1069528;105;13;"PULMON           "
6;2;162;0;975456;105;13;"PULMON           "
6;3;162;0;1013523;105;13;"PULMON           "
6;4;162;0;1124102;105;13;"PULMON           "
6;5;162;2;1429170;105;13;"PULMON           "
6;6;162;1;1790644;105;13;"PULMON           "
6;7;162;12;1825253;105;13;"PULMON           "
6;8;162;39;1761816;105;13;"PULMON           "
6;9;162;99;1675684;105;13;"PULMON           "
6;10;162;194;1511894;105;13;"PULMON           "
6;11;162;184;1317248;105;13;"PULMON           "
6;12;162;205;1248068;105;13;"PULMON           "
6;13;162;207;1092159;105;13;"PULMON           "
6;14;162;229;1000277;105;13;"PULMON           "
6;15;162;330;1064677;105;13;"PULMON           "
6;16;162;341;907018;105;13;"PULMON           "
6;17;162;315;661591;105;13;"PULMON           "
6;18;162;301;562785;105;13;"PULMON           "
6;1;162;0;1096540;106;13;"PULMON           "
6;2;162;0;1002720;106;13;"PULMON           "
6;3;162;0;1008574;106;13;"PULMON           "
6;4;162;0;1112894;106;13;"PULMON           "
6;5;162;0;1391446;106;13;"PULMON           "
6;6;162;4;1782697;106;13;"PULMON           "
6;7;162;7;1870654;106;13;"PULMON           "
6;8;162;31;1792785;106;13;"PULMON           "
6;9;162;109;1717860;106;13;"PULMON           "
6;10;162;210;1562805;106;13;"PULMON           "
6;11;162;245;1353579;106;13;"PULMON           "
6;12;162;230;1266519;106;13;"PULMON           "
6;13;162;242;1140710;106;13;"PULMON           "
6;14;162;245;983803;106;13;"PULMON           "
6;15;162;312;1059927;106;13;"PULMON           "
6;16;162;373;927438;106;13;"PULMON           "
6;17;162;307;684621;106;13;"PULMON           "
6;18;162;309;587440;106;13;"PULMON           "
6;1;162;0;1128747;107;13;"PULMON           "
6;2;162;0;1036903;107;13;"PULMON           "
6;3;162;0;1010386;107;13;"PULMON           "
6;4;162;0;1109660;107;13;"PULMON           "
6;5;162;0;1367644;107;13;"PULMON           "
6;6;162;3;1771713;107;13;"PULMON           "
6;7;162;6;1918442;107;13;"PULMON           "
6;8;162;28;1832467;107;13;"PULMON           "
6;9;162;92;1759738;107;13;"PULMON           "
6;10;162;218;1614149;107;13;"PULMON           "
6;11;162;293;1401300;107;13;"PULMON           "
6;12;162;254;1282550;107;13;"PULMON           "
6;13;162;255;1183760;107;13;"PULMON           "
6;14;162;217;992781;107;13;"PULMON           "
6;15;162;354;1042979;107;13;"PULMON           "
6;16;162;359;946292;107;13;"PULMON           "
6;17;162;352;705175;107;13;"PULMON           "
6;18;162;355;613595;107;13;"PULMON           "
6;1;162;0;1162294;108;13;"PULMON           "
6;2;162;0;1074511;108;13;"PULMON           "
6;3;162;0;1017947;108;13;"PULMON           "
6;4;162;0;1107878;108;13;"PULMON           "
6;5;162;3;1348488;108;13;"PULMON           "
6;6;162;2;1749795;108;13;"PULMON           "
6;7;162;7;1955786;108;13;"PULMON           "
6;8;162;30;1875043;108;13;"PULMON           "
6;9;162;104;1796407;108;13;"PULMON           "
6;10;162;225;1661313;108;13;"PULMON           "
6;11;162;315;1453825;108;13;"PULMON           "
6;12;162;301;1299750;108;13;"PULMON           "
6;13;162;293;1217992;108;13;"PULMON           "
6;14;162;256;1014867;108;13;"PULMON           "
6;15;162;332;1020231;108;13;"PULMON           "
6;16;162;417;960726;108;13;"PULMON           "
6;17;162;367;723695;108;13;"PULMON           "
6;18;162;383;640483;108;13;"PULMON           "
6;1;162;0;1184335;109;13;"PULMON           "
6;2;162;0;1104121;109;13;"PULMON           "
6;3;162;0;1024082;109;13;"PULMON           "
6;4;162;0;1096712;109;13;"PULMON           "
6;5;162;1;1308455;109;13;"PULMON           "
6;6;162;1;1689351;109;13;"PULMON           "
6;7;162;10;1956067;109;13;"PULMON           "
6;8;162;28;1902262;109;13;"PULMON           "
6;9;162;99;1818520;109;13;"PULMON           "
6;10;162;210;1695121;109;13;"PULMON           "
6;11;162;346;1501302;109;13;"PULMON           "
6;12;162;341;1317561;109;13;"PULMON           "
6;13;162;282;1241794;109;13;"PULMON           "
6;14;162;309;1043604;109;13;"PULMON           "
6;15;162;340;992806;109;13;"PULMON           "
6;16;162;380;970945;109;13;"PULMON           "
6;17;162;401;740433;109;13;"PULMON           "
6;18;162;367;671129;109;13;"PULMON           "
6;1;162;1;1201976;110;13;"PULMON           "
6;2;162;0;1126375;110;13;"PULMON           "
6;3;162;0;1035527;110;13;"PULMON           "
6;4;162;1;1082467;110;13;"PULMON           "
6;5;162;2;1265880;110;13;"PULMON           "
6;6;162;3;1616567;110;13;"PULMON           "
6;7;162;8;1934295;110;13;"PULMON           "
6;8;162;27;1924214;110;13;"PULMON           "
6;9;162;104;1833215;110;13;"PULMON           "
6;10;162;207;1724270;110;13;"PULMON           "
6;11;162;375;1544891;110;13;"PULMON           "
6;12;162;374;1338356;110;13;"PULMON           "
6;13;162;392;1259619;110;13;"PULMON           "
6;14;162;337;1086180;110;13;"PULMON           "
6;15;162;390;964561;110;13;"PULMON           "
6;16;162;421;977762;110;13;"PULMON           "
6;17;162;399;758847;110;13;"PULMON           "
6;18;162;404;700163;110;13;"PULMON           "
6;1;162;0;1203918;111;13;"PULMON           "
6;2;162;0;1140081;111;13;"PULMON           "
6;3;162;0;1050832;111;13;"PULMON           "
6;4;162;1;1066851;111;13;"PULMON           "
6;5;162;0;1227601;111;13;"PULMON           "
6;6;162;2;1539544;111;13;"PULMON           "
6;7;162;8;1890805;111;13;"PULMON           "
6;8;162;29;1941151;111;13;"PULMON           "
6;9;162;86;1844683;111;13;"PULMON           "
6;10;162;221;1752065;111;13;"PULMON           "
6;11;162;363;1585161;111;13;"PULMON           "
6;12;162;386;1366236;111;13;"PULMON           "
6;13;162;401;1271320;111;13;"PULMON           "
6;14;162;380;1130493;111;13;"PULMON           "
6;15;162;339;948525;111;13;"PULMON           "
6;16;162;459;974219;111;13;"PULMON           "
6;17;162;406;778434;111;13;"PULMON           "
6;18;162;496;729504;111;13;"PULMON           "
6;1;162;0;1195254;112;13;"PULMON           "
6;2;162;0;1155101;112;13;"PULMON           "
6;3;162;0;1069137;112;13;"PULMON           "
6;4;162;1;1054527;112;13;"PULMON           "
6;5;162;4;1195213;112;13;"PULMON           "
6;6;162;0;1467433;112;13;"PULMON           "
6;7;162;13;1830339;112;13;"PULMON           "
6;8;162;27;1950148;112;13;"PULMON           "
6;9;162;84;1856798;112;13;"PULMON           "
6;10;162;217;1773536;112;13;"PULMON           "
6;11;162;412;1621147;112;13;"PULMON           "
6;12;162;441;1402541;112;13;"PULMON           "
6;13;162;458;1278032;112;13;"PULMON           "
6;14;162;406;1167258;112;13;"PULMON           "
6;15;162;376;956153;112;13;"PULMON           "
6;16;162;479;959869;112;13;"PULMON           "
6;17;162;424;798847;112;13;"PULMON           "
6;18;162;480;763009;112;13;"PULMON           "
1;1;163;0;1686598;75;14;"PLEURA           "
1;2;163;0;1670989;75;14;"PLEURA           "
1;3;163;0;1630862;75;14;"PLEURA           "
1;4;163;0;1489224;75;14;"PLEURA           "
1;5;163;0;1295194;75;14;"PLEURA           "
1;6;163;0;1234508;75;14;"PLEURA           "
1;7;163;1;1108519;75;14;"PLEURA           "
1;8;163;0;1028760;75;14;"PLEURA           "
1;9;163;0;1173770;75;14;"PLEURA           "
1;10;163;5;1114435;75;14;"PLEURA           "
1;11;163;4;998314;75;14;"PLEURA           "
1;12;163;4;771518;75;14;"PLEURA           "
1;13;163;6;699089;75;14;"PLEURA           "
1;14;163;7;606279;75;14;"PLEURA           "
1;15;163;7;451945;75;14;"PLEURA           "
1;16;163;7;263851;75;14;"PLEURA           "
1;17;163;1;154359;75;14;"PLEURA           "
1;18;163;0;71061;75;14;"PLEURA           "
1;1;163;0;1695131;76;14;"PLEURA           "
1;2;163;0;1674208;76;14;"PLEURA           "
1;3;163;0;1652897;76;14;"PLEURA           "
1;4;163;1;1519924;76;14;"PLEURA           "
1;5;163;0;1318178;76;14;"PLEURA           "
1;6;163;0;1237467;76;14;"PLEURA           "
1;7;163;0;1135741;76;14;"PLEURA           "
1;8;163;1;1016472;76;14;"PLEURA           "
1;9;163;0;1165099;76;14;"PLEURA           "
1;10;163;0;1132491;76;14;"PLEURA           "
1;11;163;7;1024887;76;14;"PLEURA           "
1;12;163;2;802009;76;14;"PLEURA           "
1;13;163;7;699315;76;14;"PLEURA           "
1;14;163;5;615199;76;14;"PLEURA           "
1;15;163;10;466468;76;14;"PLEURA           "
1;16;163;5;276716;76;14;"PLEURA           "
1;17;163;1;160356;76;14;"PLEURA           "
1;18;163;1;73695;76;14;"PLEURA           "
1;1;163;0;1706106;77;14;"PLEURA           "
1;2;163;0;1678997;77;14;"PLEURA           "
1;3;163;0;1675605;77;14;"PLEURA           "
1;4;163;0;1548454;77;14;"PLEURA           "
1;5;163;0;1349941;77;14;"PLEURA           "
1;6;163;0;1248253;77;14;"PLEURA           "
1;7;163;1;1171405;77;14;"PLEURA           "
1;8;163;1;1014989;77;14;"PLEURA           "
1;9;163;0;1143287;77;14;"PLEURA           "
1;10;163;1;1150369;77;14;"PLEURA           "
1;11;163;6;1045201;77;14;"PLEURA           "
1;12;163;9;842234;77;14;"PLEURA           "
1;13;163;9;697963;77;14;"PLEURA           "
1;14;163;9;622732;77;14;"PLEURA           "
1;15;163;7;476543;77;14;"PLEURA           "
1;16;163;6;292124;77;14;"PLEURA           "
1;17;163;3;161897;77;14;"PLEURA           "
1;18;163;1;76330;77;14;"PLEURA           "
1;1;163;0;1693050;78;14;"PLEURA           "
1;2;163;0;1685134;78;14;"PLEURA           "
1;3;163;0;1692019;78;14;"PLEURA           "
1;4;163;0;1577737;78;14;"PLEURA           "
1;5;163;0;1385507;78;14;"PLEURA           "
1;6;163;1;1257193;78;14;"PLEURA           "
1;7;163;2;1200410;78;14;"PLEURA           "
1;8;163;1;1036157;78;14;"PLEURA           "
1;9;163;0;1110733;78;14;"PLEURA           "
1;10;163;5;1165666;78;14;"PLEURA           "
1;11;163;3;1062439;78;14;"PLEURA           "
1;12;163;7;886029;78;14;"PLEURA           "
1;13;163;4;698968;78;14;"PLEURA           "
1;14;163;5;628371;78;14;"PLEURA           "
1;15;163;17;485958;78;14;"PLEURA           "
1;16;163;6;307588;78;14;"PLEURA           "
1;17;163;3;162748;78;14;"PLEURA           "
1;18;163;1;78965;78;14;"PLEURA           "
1;1;163;0;1652303;79;14;"PLEURA           "
1;2;163;0;1692428;79;14;"PLEURA           "
1;3;163;0;1698412;79;14;"PLEURA           "
1;4;163;1;1609700;79;14;"PLEURA           "
1;5;163;0;1421538;79;14;"PLEURA           "
1;6;163;1;1265254;79;14;"PLEURA           "
1;7;163;2;1221120;79;14;"PLEURA           "
1;8;163;1;1068584;79;14;"PLEURA           "
1;9;163;2;1072105;79;14;"PLEURA           "
1;10;163;3;1171945;79;14;"PLEURA           "
1;11;163;7;1078583;79;14;"PLEURA           "
1;12;163;7;926571;79;14;"PLEURA           "
1;13;163;6;705796;79;14;"PLEURA           "
1;14;163;13;630320;79;14;"PLEURA           "
1;15;163;8;495261;79;14;"PLEURA           "
1;16;163;2;320517;79;14;"PLEURA           "
1;17;163;3;163671;79;14;"PLEURA           "
1;18;163;0;81599;79;14;"PLEURA           "
1;1;163;0;1605009;80;14;"PLEURA           "
1;2;163;0;1697620;80;14;"PLEURA           "
1;3;163;0;1698024;80;14;"PLEURA           "
1;4;163;0;1642204;80;14;"PLEURA           "
1;5;163;1;1455787;80;14;"PLEURA           "
1;6;163;0;1277008;80;14;"PLEURA           "
1;7;163;0;1233130;80;14;"PLEURA           "
1;8;163;2;1105800;80;14;"PLEURA           "
1;9;163;1;1034294;80;14;"PLEURA           "
1;10;163;3;1169361;80;14;"PLEURA           "
1;11;163;4;1093715;80;14;"PLEURA           "
1;12;163;9;959039;80;14;"PLEURA           "
1;13;163;10;721432;80;14;"PLEURA           "
1;14;163;9;629406;80;14;"PLEURA           "
1;15;163;5;504031;80;14;"PLEURA           "
1;16;163;12;330603;80;14;"PLEURA           "
1;17;163;5;164837;80;14;"PLEURA           "
1;18;163;0;84234;80;14;"PLEURA           "
1;1;163;0;1548599;81;14;"PLEURA           "
1;2;163;1;1698179;81;14;"PLEURA           "
1;3;163;0;1693507;81;14;"PLEURA           "
1;4;163;1;1667462;81;14;"PLEURA           "
1;5;163;0;1488992;81;14;"PLEURA           "
1;6;163;0;1296453;81;14;"PLEURA           "
1;7;163;0;1238480;81;14;"PLEURA           "
1;8;163;0;1142125;81;14;"PLEURA           "
1;9;163;0;1011617;81;14;"PLEURA           "
1;10;163;3;1154080;81;14;"PLEURA           "
1;11;163;6;1109799;81;14;"PLEURA           "
1;12;163;6;984162;81;14;"PLEURA           "
1;13;163;12;748899;81;14;"PLEURA           "
1;14;163;12;627262;81;14;"PLEURA           "
1;15;163;22;512248;81;14;"PLEURA           "
1;16;163;9;340373;81;14;"PLEURA           "
1;17;163;5;170620;81;14;"PLEURA           "
1;18;163;1;87449;81;14;"PLEURA           "
1;1;163;0;1485318;82;14;"PLEURA           "
1;2;163;0;1691164;82;14;"PLEURA           "
1;3;163;0;1689689;82;14;"PLEURA           "
1;4;163;0;1679701;82;14;"PLEURA           "
1;5;163;0;1521677;82;14;"PLEURA           "
1;6;163;1;1325341;82;14;"PLEURA           "
1;7;163;1;1239441;82;14;"PLEURA           "
1;8;163;0;1170699;82;14;"PLEURA           "
1;9;163;1;1012916;82;14;"PLEURA           "
1;10;163;1;1123939;82;14;"PLEURA           "
1;11;163;4;1124188;82;14;"PLEURA           "
1;12;163;11;1003610;82;14;"PLEURA           "
1;13;163;6;786610;82;14;"PLEURA           "
1;14;163;10;624904;82;14;"PLEURA           "
1;15;163;8;519695;82;14;"PLEURA           "
1;16;163;15;350504;82;14;"PLEURA           "
1;17;163;9;181172;82;14;"PLEURA           "
