"sex";"edadgr";"tumor";"casos";"pob";"ano";"numtum";"planlb"
1;1;140;0;1686598;75;1;"C.BUCAL Y FARINGE"
1;2;140;2;1670989;75;1;"C.BUCAL Y FARINGE"
1;3;140;0;1630862;75;1;"C.BUCAL Y FARINGE"
1;4;140;2;1489224;75;1;"C.BUCAL Y FARINGE"
1;5;140;4;1295194;75;1;"C.BUCAL Y FARINGE"
1;6;140;3;1234508;75;1;"C.BUCAL Y FARINGE"
1;7;140;5;1108519;75;1;"C.BUCAL Y FARINGE"
1;8;140;9;1028760;75;1;"C.BUCAL Y FARINGE"
1;9;140;25;1173770;75;1;"C.BUCAL Y FARINGE"
1;10;140;56;1114435;75;1;"C.BUCAL Y FARINGE"
1;11;140;90;998314;75;1;"C.BUCAL Y FARINGE"
1;12;140;93;771518;75;1;"C.BUCAL Y FARINGE"
1;13;140;98;699089;75;1;"C.BUCAL Y FARINGE"
1;14;140;112;606279;75;1;"C.BUCAL Y FARINGE"
1;15;140;108;451945;75;1;"C.BUCAL Y FARINGE"
1;16;140;87;263851;75;1;"C.BUCAL Y FARINGE"
1;17;140;44;154359;75;1;"C.BUCAL Y FARINGE"
1;18;140;31;71061;75;1;"C.BUCAL Y FARINGE"
1;1;140;1;1695131;76;1;"C.BUCAL Y FARINGE"
1;2;140;0;1674208;76;1;"C.BUCAL Y FARINGE"
1;3;140;2;1652897;76;1;"C.BUCAL Y FARINGE"
1;4;140;3;1519924;76;1;"C.BUCAL Y FARINGE"
1;5;140;2;1318178;76;1;"C.BUCAL Y FARINGE"
1;6;140;3;1237467;76;1;"C.BUCAL Y FARINGE"
1;7;140;5;1135741;76;1;"C.BUCAL Y FARINGE"
1;8;140;10;1016472;76;1;"C.BUCAL Y FARINGE"
1;9;140;30;1165099;76;1;"C.BUCAL Y FARINGE"
1;10;140;58;1132491;76;1;"C.BUCAL Y FARINGE"
1;11;140;86;1024887;76;1;"C.BUCAL Y FARINGE"
1;12;140;106;802009;76;1;"C.BUCAL Y FARINGE"
1;13;140;122;699315;76;1;"C.BUCAL Y FARINGE"
1;14;140;140;615199;76;1;"C.BUCAL Y FARINGE"
1;15;140;91;466468;76;1;"C.BUCAL Y FARINGE"
1;16;140;65;276716;76;1;"C.BUCAL Y FARINGE"
1;17;140;42;160356;76;1;"C.BUCAL Y FARINGE"
1;18;140;25;73695;76;1;"C.BUCAL Y FARINGE"
1;1;140;2;1706106;77;1;"C.BUCAL Y FARINGE"
1;2;140;0;1678997;77;1;"C.BUCAL Y FARINGE"
1;3;140;0;1675605;77;1;"C.BUCAL Y FARINGE"
1;4;140;3;1548454;77;1;"C.BUCAL Y FARINGE"
1;5;140;3;1349941;77;1;"C.BUCAL Y FARINGE"
1;6;140;1;1248253;77;1;"C.BUCAL Y FARINGE"
1;7;140;4;1171405;77;1;"C.BUCAL Y FARINGE"
1;8;140;13;1014989;77;1;"C.BUCAL Y FARINGE"
1;9;140;38;1143287;77;1;"C.BUCAL Y FARINGE"
1;10;140;53;1150369;77;1;"C.BUCAL Y FARINGE"
1;11;140;107;1045201;77;1;"C.BUCAL Y FARINGE"
1;12;140;108;842234;77;1;"C.BUCAL Y FARINGE"
1;13;140;111;697963;77;1;"C.BUCAL Y FARINGE"
1;14;140;126;622732;77;1;"C.BUCAL Y FARINGE"
1;15;140;114;476543;77;1;"C.BUCAL Y FARINGE"
1;16;140;94;292124;77;1;"C.BUCAL Y FARINGE"
1;17;140;48;161897;77;1;"C.BUCAL Y FARINGE"
1;18;140;28;76330;77;1;"C.BUCAL Y FARINGE"
1;1;140;0;1693050;78;1;"C.BUCAL Y FARINGE"
1;2;140;0;1685134;78;1;"C.BUCAL Y FARINGE"
1;3;140;1;1692019;78;1;"C.BUCAL Y FARINGE"
1;4;140;0;1577737;78;1;"C.BUCAL Y FARINGE"
1;5;140;1;1385507;78;1;"C.BUCAL Y FARINGE"
1;6;140;1;1257193;78;1;"C.BUCAL Y FARINGE"
1;7;140;4;1200410;78;1;"C.BUCAL Y FARINGE"
1;8;140;12;1036157;78;1;"C.BUCAL Y FARINGE"
1;9;140;33;1110733;78;1;"C.BUCAL Y FARINGE"
1;10;140;65;1165666;78;1;"C.BUCAL Y FARINGE"
1;11;140;89;1062439;78;1;"C.BUCAL Y FARINGE"
1;12;140;100;886029;78;1;"C.BUCAL Y FARINGE"
1;13;140;121;698968;78;1;"C.BUCAL Y FARINGE"
1;14;140;115;628371;78;1;"C.BUCAL Y FARINGE"
1;15;140;102;485958;78;1;"C.BUCAL Y FARINGE"
1;16;140;81;307588;78;1;"C.BUCAL Y FARINGE"
1;17;140;36;162748;78;1;"C.BUCAL Y FARINGE"
1;18;140;29;78965;78;1;"C.BUCAL Y FARINGE"
1;1;140;2;1652303;79;1;"C.BUCAL Y FARINGE"
1;2;140;1;1692428;79;1;"C.BUCAL Y FARINGE"
1;3;140;1;1698412;79;1;"C.BUCAL Y FARINGE"
1;4;140;0;1609700;79;1;"C.BUCAL Y FARINGE"
1;5;140;0;1421538;79;1;"C.BUCAL Y FARINGE"
1;6;140;2;1265254;79;1;"C.BUCAL Y FARINGE"
1;7;140;4;1221120;79;1;"C.BUCAL Y FARINGE"
1;8;140;8;1068584;79;1;"C.BUCAL Y FARINGE"
1;9;140;35;1072105;79;1;"C.BUCAL Y FARINGE"
1;10;140;63;1171945;79;1;"C.BUCAL Y FARINGE"
1;11;140;98;1078583;79;1;"C.BUCAL Y FARINGE"
1;12;140;126;926571;79;1;"C.BUCAL Y FARINGE"
1;13;140;87;705796;79;1;"C.BUCAL Y FARINGE"
1;14;140;113;630320;79;1;"C.BUCAL Y FARINGE"
1;15;140;105;495261;79;1;"C.BUCAL Y FARINGE"
1;16;140;71;320517;79;1;"C.BUCAL Y FARINGE"
1;17;140;57;163671;79;1;"C.BUCAL Y FARINGE"
1;18;140;44;81599;79;1;"C.BUCAL Y FARINGE"
1;1;140;1;1605009;80;1;"C.BUCAL Y FARINGE"
1;2;140;1;1697620;80;1;"C.BUCAL Y FARINGE"
1;3;140;1;1698024;80;1;"C.BUCAL Y FARINGE"
1;4;140;3;1642204;80;1;"C.BUCAL Y FARINGE"
1;5;140;2;1455787;80;1;"C.BUCAL Y FARINGE"
1;6;140;1;1277008;80;1;"C.BUCAL Y FARINGE"
1;7;140;6;1233130;80;1;"C.BUCAL Y FARINGE"
1;8;140;13;1105800;80;1;"C.BUCAL Y FARINGE"
1;9;140;39;1034294;80;1;"C.BUCAL Y FARINGE"
1;10;140;72;1169361;80;1;"C.BUCAL Y FARINGE"
1;11;140;106;1093715;80;1;"C.BUCAL Y FARINGE"
1;12;140;136;959039;80;1;"C.BUCAL Y FARINGE"
1;13;140;107;721432;80;1;"C.BUCAL Y FARINGE"
1;14;140;127;629406;80;1;"C.BUCAL Y FARINGE"
1;15;140;107;504031;80;1;"C.BUCAL Y FARINGE"
1;16;140;96;330603;80;1;"C.BUCAL Y FARINGE"
1;17;140;50;164837;80;1;"C.BUCAL Y FARINGE"
1;18;140;28;84234;80;1;"C.BUCAL Y FARINGE"
1;1;140;1;1548599;81;1;"C.BUCAL Y FARINGE"
1;2;140;0;1698179;81;1;"C.BUCAL Y FARINGE"
1;3;140;1;1693507;81;1;"C.BUCAL Y FARINGE"
1;4;140;3;1667462;81;1;"C.BUCAL Y FARINGE"
1;5;140;2;1488992;81;1;"C.BUCAL Y FARINGE"
1;6;140;0;1296453;81;1;"C.BUCAL Y FARINGE"
1;7;140;4;1238480;81;1;"C.BUCAL Y FARINGE"
1;8;140;19;1142125;81;1;"C.BUCAL Y FARINGE"
1;9;140;57;1011617;81;1;"C.BUCAL Y FARINGE"
1;10;140;102;1154080;81;1;"C.BUCAL Y FARINGE"
1;11;140;131;1109799;81;1;"C.BUCAL Y FARINGE"
1;12;140;118;984162;81;1;"C.BUCAL Y FARINGE"
1;13;140;146;748899;81;1;"C.BUCAL Y FARINGE"
1;14;140;116;627262;81;1;"C.BUCAL Y FARINGE"
1;15;140;113;512248;81;1;"C.BUCAL Y FARINGE"
1;16;140;100;340373;81;1;"C.BUCAL Y FARINGE"
1;17;140;46;170620;81;1;"C.BUCAL Y FARINGE"
1;18;140;30;87449;81;1;"C.BUCAL Y FARINGE"
1;1;140;0;1485318;82;1;"C.BUCAL Y FARINGE"
1;2;140;1;1691164;82;1;"C.BUCAL Y FARINGE"
1;3;140;2;1689689;82;1;"C.BUCAL Y FARINGE"
1;4;140;4;1679701;82;1;"C.BUCAL Y FARINGE"
1;5;140;3;1521677;82;1;"C.BUCAL Y FARINGE"
1;6;140;3;1325341;82;1;"C.BUCAL Y FARINGE"
1;7;140;9;1239441;82;1;"C.BUCAL Y FARINGE"
1;8;140;17;1170699;82;1;"C.BUCAL Y FARINGE"
1;9;140;48;1012916;82;1;"C.BUCAL Y FARINGE"
1;10;140;94;1123939;82;1;"C.BUCAL Y FARINGE"
1;11;140;154;1124188;82;1;"C.BUCAL Y FARINGE"
1;12;140;134;1003610;82;1;"C.BUCAL Y FARINGE"
1;13;140;163;786610;82;1;"C.BUCAL Y FARINGE"
1;14;140;118;624904;82;1;"C.BUCAL Y FARINGE"
1;15;140;121;519695;82;1;"C.BUCAL Y FARINGE"
1;16;140;87;350504;82;1;"C.BUCAL Y FARINGE"
1;17;140;49;181172;82;1;"C.BUCAL Y FARINGE"
1;18;140;32;91017;82;1;"C.BUCAL Y FARINGE"
1;1;140;1;1417865;83;1;"C.BUCAL Y FARINGE"
1;2;140;1;1674242;83;1;"C.BUCAL Y FARINGE"
1;3;140;0;1690958;83;1;"C.BUCAL Y FARINGE"
1;4;140;1;1683596;83;1;"C.BUCAL Y FARINGE"
1;5;140;2;1552060;83;1;"C.BUCAL Y FARINGE"
1;6;140;2;1359550;83;1;"C.BUCAL Y FARINGE"
1;7;140;5;1243153;83;1;"C.BUCAL Y FARINGE"
1;8;140;18;1191510;83;1;"C.BUCAL Y FARINGE"
1;9;140;43;1028783;83;1;"C.BUCAL Y FARINGE"
1;10;140;104;1088692;83;1;"C.BUCAL Y FARINGE"
1;11;140;144;1133680;83;1;"C.BUCAL Y FARINGE"
1;12;140;161;1019525;83;1;"C.BUCAL Y FARINGE"
1;13;140;140;828599;83;1;"C.BUCAL Y FARINGE"
1;14;140;143;625072;83;1;"C.BUCAL Y FARINGE"
1;15;140;133;525399;83;1;"C.BUCAL Y FARINGE"
1;16;140;91;360363;83;1;"C.BUCAL Y FARINGE"
1;17;140;48;191631;83;1;"C.BUCAL Y FARINGE"
1;18;140;33;94923;83;1;"C.BUCAL Y FARINGE"
1;1;140;1;1351644;84;1;"C.BUCAL Y FARINGE"
1;2;140;0;1644541;84;1;"C.BUCAL Y FARINGE"
1;3;140;1;1695027;84;1;"C.BUCAL Y FARINGE"
1;4;140;4;1682608;84;1;"C.BUCAL Y FARINGE"
1;5;140;3;1578979;84;1;"C.BUCAL Y FARINGE"
1;6;140;5;1395756;84;1;"C.BUCAL Y FARINGE"
1;7;140;4;1251785;84;1;"C.BUCAL Y FARINGE"
1;8;140;21;1208051;84;1;"C.BUCAL Y FARINGE"
1;9;140;47;1052361;84;1;"C.BUCAL Y FARINGE"
1;10;140;115;1051695;84;1;"C.BUCAL Y FARINGE"
1;11;140;155;1138100;84;1;"C.BUCAL Y FARINGE"
1;12;140;195;1034270;84;1;"C.BUCAL Y FARINGE"
1;13;140;182;867634;84;1;"C.BUCAL Y FARINGE"
1;14;140;157;632687;84;1;"C.BUCAL Y FARINGE"
1;15;140;117;528924;84;1;"C.BUCAL Y FARINGE"
1;16;140;107;370127;84;1;"C.BUCAL Y FARINGE"
1;17;140;73;201104;84;1;"C.BUCAL Y FARINGE"
1;18;140;37;99566;84;1;"C.BUCAL Y FARINGE"
1;1;140;1;1291461;85;1;"C.BUCAL Y FARINGE"
1;2;140;0;1602474;85;1;"C.BUCAL Y FARINGE"
1;3;140;0;1698983;85;1;"C.BUCAL Y FARINGE"
1;4;140;1;1679037;85;1;"C.BUCAL Y FARINGE"
1;5;140;4;1603006;85;1;"C.BUCAL Y FARINGE"
1;6;140;4;1431378;85;1;"C.BUCAL Y FARINGE"
1;7;140;7;1264214;85;1;"C.BUCAL Y FARINGE"
1;8;140;20;1219410;85;1;"C.BUCAL Y FARINGE"
1;9;140;53;1088151;85;1;"C.BUCAL Y FARINGE"
1;10;140;102;1013788;85;1;"C.BUCAL Y FARINGE"
1;11;140;166;1135449;85;1;"C.BUCAL Y FARINGE"
1;12;140;182;1049304;85;1;"C.BUCAL Y FARINGE"
1;13;140;206;899918;85;1;"C.BUCAL Y FARINGE"
1;14;140;130;650296;85;1;"C.BUCAL Y FARINGE"
1;15;140;140;530167;85;1;"C.BUCAL Y FARINGE"
1;16;140;98;379619;85;1;"C.BUCAL Y FARINGE"
1;17;140;69;209602;85;1;"C.BUCAL Y FARINGE"
1;18;140;39;104982;85;1;"C.BUCAL Y FARINGE"
1;1;140;1;1235501;86;1;"C.BUCAL Y FARINGE"
1;2;140;0;1548733;86;1;"C.BUCAL Y FARINGE"
1;3;140;0;1699723;86;1;"C.BUCAL Y FARINGE"
1;4;140;3;1676689;86;1;"C.BUCAL Y FARINGE"
1;5;140;3;1623103;86;1;"C.BUCAL Y FARINGE"
1;6;140;4;1463773;86;1;"C.BUCAL Y FARINGE"
1;7;140;8;1283108;86;1;"C.BUCAL Y FARINGE"
1;8;140;26;1224922;86;1;"C.BUCAL Y FARINGE"
1;9;140;61;1125535;86;1;"C.BUCAL Y FARINGE"
1;10;140;100;989745;86;1;"C.BUCAL Y FARINGE"
1;11;140;182;1120082;86;1;"C.BUCAL Y FARINGE"
1;12;140;224;1064730;86;1;"C.BUCAL Y FARINGE"
1;13;140;243;924914;86;1;"C.BUCAL Y FARINGE"
1;14;140;170;677430;86;1;"C.BUCAL Y FARINGE"
1;15;140;122;530020;86;1;"C.BUCAL Y FARINGE"
1;16;140;102;388172;86;1;"C.BUCAL Y FARINGE"
1;17;140;60;217284;86;1;"C.BUCAL Y FARINGE"
1;18;140;36;111218;86;1;"C.BUCAL Y FARINGE"
1;1;140;0;1184846;87;1;"C.BUCAL Y FARINGE"
1;2;140;0;1486392;87;1;"C.BUCAL Y FARINGE"
1;3;140;0;1693542;87;1;"C.BUCAL Y FARINGE"
1;4;140;1;1678755;87;1;"C.BUCAL Y FARINGE"
1;5;140;6;1635951;87;1;"C.BUCAL Y FARINGE"
1;6;140;4;1492944;87;1;"C.BUCAL Y FARINGE"
1;7;140;9;1310225;87;1;"C.BUCAL Y FARINGE"
1;8;140;25;1226168;87;1;"C.BUCAL Y FARINGE"
1;9;140;69;1154085;87;1;"C.BUCAL Y FARINGE"
1;10;140;117;991138;87;1;"C.BUCAL Y FARINGE"
1;11;140;193;1090440;87;1;"C.BUCAL Y FARINGE"
1;12;140;254;1078033;87;1;"C.BUCAL Y FARINGE"
1;13;140;232;943656;87;1;"C.BUCAL Y FARINGE"
1;14;140;170;712717;87;1;"C.BUCAL Y FARINGE"
1;15;140;151;529539;87;1;"C.BUCAL Y FARINGE"
1;16;140;147;395420;87;1;"C.BUCAL Y FARINGE"
1;17;140;69;224770;87;1;"C.BUCAL Y FARINGE"
1;18;140;49;117993;87;1;"C.BUCAL Y FARINGE"
1;1;140;0;1139730;88;1;"C.BUCAL Y FARINGE"
1;2;140;0;1420943;88;1;"C.BUCAL Y FARINGE"
1;3;140;0;1676742;88;1;"C.BUCAL Y FARINGE"
1;4;140;0;1684922;88;1;"C.BUCAL Y FARINGE"
1;5;140;5;1643077;88;1;"C.BUCAL Y FARINGE"
1;6;140;3;1518411;88;1;"C.BUCAL Y FARINGE"
1;7;140;10;1342675;88;1;"C.BUCAL Y FARINGE"
1;8;140;28;1230070;88;1;"C.BUCAL Y FARINGE"
1;9;140;73;1174817;88;1;"C.BUCAL Y FARINGE"
1;10;140;112;1007063;88;1;"C.BUCAL Y FARINGE"
1;11;140;197;1055890;88;1;"C.BUCAL Y FARINGE"
1;12;140;259;1086624;88;1;"C.BUCAL Y FARINGE"
1;13;140;257;959097;88;1;"C.BUCAL Y FARINGE"
1;14;140;196;751905;88;1;"C.BUCAL Y FARINGE"
1;15;140;158;531457;88;1;"C.BUCAL Y FARINGE"
1;16;140;119;401310;88;1;"C.BUCAL Y FARINGE"
1;17;140;67;232476;88;1;"C.BUCAL Y FARINGE"
1;18;140;42;125059;88;1;"C.BUCAL Y FARINGE"
1;1;140;0;1098458;89;1;"C.BUCAL Y FARINGE"
1;2;140;1;1355905;89;1;"C.BUCAL Y FARINGE"
1;3;140;0;1647132;89;1;"C.BUCAL Y FARINGE"
1;4;140;1;1692860;89;1;"C.BUCAL Y FARINGE"
1;5;140;6;1647947;89;1;"C.BUCAL Y FARINGE"
1;6;140;2;1540092;89;1;"C.BUCAL Y FARINGE"
1;7;140;6;1377165;89;1;"C.BUCAL Y FARINGE"
1;8;140;34;1239143;89;1;"C.BUCAL Y FARINGE"
1;9;140;68;1191320;89;1;"C.BUCAL Y FARINGE"
1;10;140;120;1031026;89;1;"C.BUCAL Y FARINGE"
1;11;140;200;1019823;89;1;"C.BUCAL Y FARINGE"
1;12;140;275;1090648;89;1;"C.BUCAL Y FARINGE"
1;13;140;244;973517;89;1;"C.BUCAL Y FARINGE"
1;14;140;226;788707;89;1;"C.BUCAL Y FARINGE"
1;15;140;141;540054;89;1;"C.BUCAL Y FARINGE"
1;16;140;105;405546;89;1;"C.BUCAL Y FARINGE"
1;17;140;66;240381;89;1;"C.BUCAL Y FARINGE"
1;18;140;54;132184;89;1;"C.BUCAL Y FARINGE"
1;1;140;0;1057817;90;1;"C.BUCAL Y FARINGE"
1;2;140;0;1293491;90;1;"C.BUCAL Y FARINGE"
1;3;140;0;1605458;90;1;"C.BUCAL Y FARINGE"
1;4;140;1;1699222;90;1;"C.BUCAL Y FARINGE"
1;5;140;1;1651557;90;1;"C.BUCAL Y FARINGE"
1;6;140;3;1560189;90;1;"C.BUCAL Y FARINGE"
1;7;140;6;1410448;90;1;"C.BUCAL Y FARINGE"
1;8;140;31;1251516;90;1;"C.BUCAL Y FARINGE"
1;9;140;83;1202951;90;1;"C.BUCAL Y FARINGE"
1;10;140;113;1067009;90;1;"C.BUCAL Y FARINGE"
1;11;140;214;982992;90;1;"C.BUCAL Y FARINGE"
1;12;140;255;1088065;90;1;"C.BUCAL Y FARINGE"
1;13;140;240;988111;90;1;"C.BUCAL Y FARINGE"
1;14;140;228;819733;90;1;"C.BUCAL Y FARINGE"
1;15;140;173;557349;90;1;"C.BUCAL Y FARINGE"
1;16;140;130;408053;90;1;"C.BUCAL Y FARINGE"
1;17;140;88;248365;90;1;"C.BUCAL Y FARINGE"
1;18;140;45;139417;90;1;"C.BUCAL Y FARINGE"
1;1;140;0;1031600;91;1;"C.BUCAL Y FARINGE"
1;2;140;0;1235118;91;1;"C.BUCAL Y FARINGE"
1;3;140;1;1554084;91;1;"C.BUCAL Y FARINGE"
1;4;140;1;1700797;91;1;"C.BUCAL Y FARINGE"
1;5;140;8;1656533;91;1;"C.BUCAL Y FARINGE"
1;6;140;4;1583073;91;1;"C.BUCAL Y FARINGE"
1;7;140;8;1443540;91;1;"C.BUCAL Y FARINGE"
1;8;140;20;1271604;91;1;"C.BUCAL Y FARINGE"
1;9;140;75;1210766;91;1;"C.BUCAL Y FARINGE"
1;10;140;158;1105819;91;1;"C.BUCAL Y FARINGE"
1;11;140;197;961352;91;1;"C.BUCAL Y FARINGE"
1;12;140;301;1074631;91;1;"C.BUCAL Y FARINGE"
1;13;140;314;1003519;91;1;"C.BUCAL Y FARINGE"
1;14;140;257;843928;91;1;"C.BUCAL Y FARINGE"
1;15;140;185;582513;91;1;"C.BUCAL Y FARINGE"
1;16;140;134;409768;91;1;"C.BUCAL Y FARINGE"
1;17;140;95;255746;91;1;"C.BUCAL Y FARINGE"
1;18;140;52;146549;91;1;"C.BUCAL Y FARINGE"
1;1;140;1;1022098;92;1;"C.BUCAL Y FARINGE"
1;2;140;1;1183055;92;1;"C.BUCAL Y FARINGE"
1;3;140;0;1495685;92;1;"C.BUCAL Y FARINGE"
1;4;140;4;1695497;92;1;"C.BUCAL Y FARINGE"
1;5;140;2;1664124;92;1;"C.BUCAL Y FARINGE"
1;6;140;2;1605057;92;1;"C.BUCAL Y FARINGE"
1;7;140;7;1476901;92;1;"C.BUCAL Y FARINGE"
1;8;140;26;1302039;92;1;"C.BUCAL Y FARINGE"
1;9;140;80;1216159;92;1;"C.BUCAL Y FARINGE"
1;10;140;181;1137502;92;1;"C.BUCAL Y FARINGE"
1;11;140;199;966190;92;1;"C.BUCAL Y FARINGE"
1;12;140;297;1048891;92;1;"C.BUCAL Y FARINGE"
1;13;140;294;1017619;92;1;"C.BUCAL Y FARINGE"
1;14;140;247;862064;92;1;"C.BUCAL Y FARINGE"
1;15;140;176;614283;92;1;"C.BUCAL Y FARINGE"
1;16;140;138;411637;92;1;"C.BUCAL Y FARINGE"
1;17;140;91;262179;92;1;"C.BUCAL Y FARINGE"
1;18;140;49;153904;92;1;"C.BUCAL Y FARINGE"
1;1;140;0;1014883;93;1;"C.BUCAL Y FARINGE"
1;2;140;0;1137077;93;1;"C.BUCAL Y FARINGE"
1;3;140;2;1433981;93;1;"C.BUCAL Y FARINGE"
1;4;140;2;1680816;93;1;"C.BUCAL Y FARINGE"
1;5;140;3;1672767;93;1;"C.BUCAL Y FARINGE"
1;6;140;3;1621159;93;1;"C.BUCAL Y FARINGE"
1;7;140;5;1506843;93;1;"C.BUCAL Y FARINGE"
1;8;140;33;1338468;93;1;"C.BUCAL Y FARINGE"
1;9;140;91;1223940;93;1;"C.BUCAL Y FARINGE"
1;10;140;165;1161432;93;1;"C.BUCAL Y FARINGE"
1;11;140;197;985215;93;1;"C.BUCAL Y FARINGE"
1;12;140;285;1018469;93;1;"C.BUCAL Y FARINGE"
1;13;140;310;1027871;93;1;"C.BUCAL Y FARINGE"
1;14;140;284;877415;93;1;"C.BUCAL Y FARINGE"
1;15;140;164;649023;93;1;"C.BUCAL Y FARINGE"
1;16;140;103;415494;93;1;"C.BUCAL Y FARINGE"
1;17;140;105;267874;93;1;"C.BUCAL Y FARINGE"
1;18;140;68;161704;93;1;"C.BUCAL Y FARINGE"
1;1;140;1;1003167;94;1;"C.BUCAL Y FARINGE"
1;2;140;0;1099442;94;1;"C.BUCAL Y FARINGE"
1;3;140;0;1371594;94;1;"C.BUCAL Y FARINGE"
1;4;140;2;1654720;94;1;"C.BUCAL Y FARINGE"
1;5;140;1;1681646;94;1;"C.BUCAL Y FARINGE"
1;6;140;5;1632990;94;1;"C.BUCAL Y FARINGE"
1;7;140;6;1533945;94;1;"C.BUCAL Y FARINGE"
1;8;140;30;1377179;94;1;"C.BUCAL Y FARINGE"
1;9;140;95;1236709;94;1;"C.BUCAL Y FARINGE"
1;10;140;173;1180832;94;1;"C.BUCAL Y FARINGE"
1;11;140;207;1011881;94;1;"C.BUCAL Y FARINGE"
1;12;140;271;986671;94;1;"C.BUCAL Y FARINGE"
1;13;140;313;1034677;94;1;"C.BUCAL Y FARINGE"
1;14;140;286;892077;94;1;"C.BUCAL Y FARINGE"
1;15;140;198;681414;94;1;"C.BUCAL Y FARINGE"
1;16;140;134;424722;94;1;"C.BUCAL Y FARINGE"
1;17;140;87;272665;94;1;"C.BUCAL Y FARINGE"
1;18;140;61;169419;94;1;"C.BUCAL Y FARINGE"
1;1;140;0;986786;95;1;"C.BUCAL Y FARINGE"
1;2;140;0;1070593;95;1;"C.BUCAL Y FARINGE"
1;3;140;1;1310614;95;1;"C.BUCAL Y FARINGE"
1;4;140;0;1617723;95;1;"C.BUCAL Y FARINGE"
1;5;140;1;1689200;95;1;"C.BUCAL Y FARINGE"
1;6;140;4;1640482;95;1;"C.BUCAL Y FARINGE"
1;7;140;8;1560651;95;1;"C.BUCAL Y FARINGE"
1;8;140;26;1415052;95;1;"C.BUCAL Y FARINGE"
1;9;140;73;1252718;95;1;"C.BUCAL Y FARINGE"
1;10;140;177;1195578;95;1;"C.BUCAL Y FARINGE"
1;11;140;219;1050196;95;1;"C.BUCAL Y FARINGE"
1;12;140;263;954147;95;1;"C.BUCAL Y FARINGE"
1;13;140;314;1035725;95;1;"C.BUCAL Y FARINGE"
1;14;140;260;907481;95;1;"C.BUCAL Y FARINGE"
1;15;140;221;708915;95;1;"C.BUCAL Y FARINGE"
1;16;140;128;440597;95;1;"C.BUCAL Y FARINGE"
1;17;140;84;276308;95;1;"C.BUCAL Y FARINGE"
1;18;140;58;177060;95;1;"C.BUCAL Y FARINGE"
1;1;140;0;969243;96;1;"C.BUCAL Y FARINGE"
1;2;140;0;1050268;96;1;"C.BUCAL Y FARINGE"
1;3;140;0;1253680;96;1;"C.BUCAL Y FARINGE"
1;4;140;2;1570198;96;1;"C.BUCAL Y FARINGE"
1;5;140;2;1694155;96;1;"C.BUCAL Y FARINGE"
1;6;140;0;1646036;96;1;"C.BUCAL Y FARINGE"
1;7;140;10;1586299;96;1;"C.BUCAL Y FARINGE"
1;8;140;24;1450668;96;1;"C.BUCAL Y FARINGE"
1;9;140;89;1274861;96;1;"C.BUCAL Y FARINGE"
1;10;140;160;1205540;96;1;"C.BUCAL Y FARINGE"
1;11;140;194;1090239;96;1;"C.BUCAL Y FARINGE"
1;12;140;226;935055;96;1;"C.BUCAL Y FARINGE"
1;13;140;285;1025528;96;1;"C.BUCAL Y FARINGE"
1;14;140;271;924165;96;1;"C.BUCAL Y FARINGE"
1;15;140;226;731542;96;1;"C.BUCAL Y FARINGE"
1;16;140;117;462032;96;1;"C.BUCAL Y FARINGE"
1;17;140;67;279073;96;1;"C.BUCAL Y FARINGE"
1;18;140;54;184300;96;1;"C.BUCAL Y FARINGE"
1;1;140;1;954161;97;1;"C.BUCAL Y FARINGE"
1;2;140;0;1036361;97;1;"C.BUCAL Y FARINGE"
1;3;140;0;1202968;97;1;"C.BUCAL Y FARINGE"
1;4;140;4;1514497;97;1;"C.BUCAL Y FARINGE"
1;5;140;1;1694126;97;1;"C.BUCAL Y FARINGE"
1;6;140;5;1653591;97;1;"C.BUCAL Y FARINGE"
1;7;140;8;1606873;97;1;"C.BUCAL Y FARINGE"
1;8;140;41;1484122;97;1;"C.BUCAL Y FARINGE"
1;9;140;98;1306110;97;1;"C.BUCAL Y FARINGE"
1;10;140;174;1211826;97;1;"C.BUCAL Y FARINGE"
1;11;140;231;1122312;97;1;"C.BUCAL Y FARINGE"
1;12;140;251;941033;97;1;"C.BUCAL Y FARINGE"
1;13;140;277;1002575;97;1;"C.BUCAL Y FARINGE"
1;14;140;274;940203;97;1;"C.BUCAL Y FARINGE"
1;15;140;240;750171;97;1;"C.BUCAL Y FARINGE"
1;16;140;152;488275;97;1;"C.BUCAL Y FARINGE"
1;17;140;85;281584;97;1;"C.BUCAL Y FARINGE"
1;18;140;62;191319;97;1;"C.BUCAL Y FARINGE"
1;1;140;0;944377;98;1;"C.BUCAL Y FARINGE"
1;2;140;0;1024515;98;1;"C.BUCAL Y FARINGE"
1;3;140;0;1160344;98;1;"C.BUCAL Y FARINGE"
1;4;140;0;1455702;98;1;"C.BUCAL Y FARINGE"
1;5;140;2;1686070;98;1;"C.BUCAL Y FARINGE"
1;6;140;0;1666046;98;1;"C.BUCAL Y FARINGE"
1;7;140;6;1624279;98;1;"C.BUCAL Y FARINGE"
1;8;140;25;1515969;98;1;"C.BUCAL Y FARINGE"
1;9;140;90;1344691;98;1;"C.BUCAL Y FARINGE"
1;10;140;156;1221297;98;1;"C.BUCAL Y FARINGE"
1;11;140;214;1147449;98;1;"C.BUCAL Y FARINGE"
1;12;140;259;961551;98;1;"C.BUCAL Y FARINGE"
1;13;140;286;975122;98;1;"C.BUCAL Y FARINGE"
